Date,Stock Name,sentiment,stock_performance,pct_change,one_day_price,two_day_price,three_day_price,historical_price
2022-01-10,BA,0.8268,1,3.2057745889509186,215.5,211.34,213.07,202.32
2022-01-10,COST,0.2268,1,0.6225994812572203,513.29,526.33,526.45,531.89
2022-01-10,CRM,-0.4404,1,2.2688670158310718,227.04,227.88,226.41,249.12
2022-01-10,DIS,0.0,1,0.8237469225024491,155.9,154.99,153.3,151.11
2022-01-10,GOOG,0.16814,1,1.041689946003739,136.36,136.9,137.0,143.57
2022-01-10,INTC,0.24695,1,1.2678800589487123,49.56,50.09,49.96,47.88
2022-01-10,KO,-0.0772,1,0.03309550276314387,54.72,54.84,55.13,53.34
2022-01-10,META,0.3262,1,1.920321831247011,330.23,330.9,322.65,334.4
2022-01-10,MSFT,0.37724545454545455,1,0.2259227149058381,305.49,305.33,307.77,321.3
2022-01-10,NFLX,0.37543333333333334,1,0.18339377869873516,541.06,553.29,567.52,595.35
2022-01-10,NIO,0.4711875,1,3.8395040339335202,29.3,29.31,29.88,30.58
2022-01-10,PG,0.37724545454545455,-1,-1.1587478473753454,150.19,150.27,151.55,148.63
2022-01-10,PYPL,0.17607142857142857,1,4.684344065139976,187.6,192.27,187.16,189.47
2022-01-10,TSLA,0.18718466666666667,1,0.5935024657598724,342.32,354.9,362.71,343.85
2022-01-10,TSM,-0.046944444444444455,1,3.3277201362568376,116.48,121.16,119.83,114.52
2022-01-11,AAPL,0.16881111111111113,1,0.2569895299379501,169.23,169.21,169.04,172.74
2022-01-11,AMD,0.12065,1,0.11652732135625979,132.0,132.0,136.23,141.91
2022-01-11,AMZN,0.3458333333333333,-1,-0.09373300985386952,161.49,162.55,163.25,168.25
2022-01-11,BA,0.7865,1,0.6619723393661422,209.31,215.5,211.34,202.67
2022-01-11,COST,0.80365,1,0.7221688808965446,496.65,513.29,526.33,530.13
2022-01-11,DIS,0.0,-1,-0.05700890599058233,154.69,155.9,154.99,151.29
2022-01-11,GOOG,-0.0581,1,1.1644784313467857,137.92,136.36,136.9,143.29
2022-01-11,KO,0.8977,1,0.14888396861009948,54.81,54.72,54.84,53.41
2022-01-11,META,0.1689,-1,-0.3319597122080497,326.53,330.23,330.9,334.0
2022-01-11,MSFT,0.3458333333333333,1,1.0444993370163214,305.71,305.49,305.33,320.52
2022-01-11,NFLX,0.7096,-1,-0.6693395408234374,539.85,541.06,553.29,592.58
2022-01-11,NIO,0.25002,1,5.529646309458353,28.91,29.3,29.31,30.49
2022-01-11,PG,0.3458333333333333,1,0.22060233430596082,148.14,150.19,150.27,148.6
2022-01-11,PYPL,0.3206,-1,-2.255642871683004,182.95,187.6,192.27,189.15
2022-01-11,TSLA,0.19623211009174313,1,3.928974893184172,352.71,342.32,354.9,344.3
2022-01-11,TSM,-0.3120478260869565,1,2.368968225940462,117.9,116.48,121.16,114.69
2022-01-11,VZ,0.8977,-1,-0.2612578742813831,44.36,44.66,43.74,42.87
2022-01-11,ZS,0.0,-1,-1.2791366009379923,275.65,261.53,260.21,301.87
2022-01-12,AAPL,0.12981818181818183,-1,-1.9027917235406127,172.07,169.23,169.21,172.71
2022-01-12,AMD,0.16478571428571429,-1,-3.4407475707701676,137.31,132.0,132.0,141.69
2022-01-12,AMZN,0.3050538461538462,-1,-2.4169655027437873,165.36,161.49,162.55,168.11
2022-01-12,BA,0.26926666666666665,1,2.966197764434748,216.02,209.31,215.5,203.3
2022-01-12,CRM,0.6214500000000001,-1,-3.8683074047020054,233.54,228.35,227.04,247.39
2022-01-12,DIS,0.3921,-1,-1.4955582184241158,155.96,154.69,155.9,151.51
2022-01-12,GOOG,0.4606571428571429,-1,-1.776934806940064,139.36,137.92,136.36,143.1
2022-01-12,INTC,0.1442,-1,-1.435236523590671,51.85,51.21,49.56,48.23
2022-01-12,KO,0.0,1,0.5946435876229986,54.83,54.81,54.72,53.48
2022-01-12,META,0.77515,-1,-2.0344486788987215,332.8,326.53,330.23,333.95
2022-01-12,MSFT,0.3050538461538462,-1,-4.232235761014174,306.4,305.71,305.49,319.85
2022-01-12,NFLX,0.25895,-1,-3.3542979559208943,540.84,539.85,541.06,590.11
2022-01-12,NIO,0.35248749999999995,-1,-3.787881159658325,30.02,28.91,29.3,30.47
2022-01-12,PG,0.3050538461538462,-1,-0.45280477030194644,146.42,148.14,150.19,148.5
2022-01-12,PYPL,0.3818,-1,-3.3066252896989563,191.52,182.95,187.6,189.26
2022-01-12,TSLA,0.15963061224489797,-1,-6.749107331435772,354.8,352.71,342.32,344.8
2022-01-12,TSM,0.3246222222222222,1,5.26356295165154,121.82,117.9,116.48,115.03
2022-01-12,ZS,0.4939,-1,-8.580921535475875,277.53,275.65,261.53,300.71
2022-01-13,AAPL,0.13703333333333334,1,0.5110553280351433,172.51,172.07,169.23,172.7
2022-01-13,AMD,0.5174,1,3.1188784227236166,137.47,137.31,132.0,141.87
2022-01-13,AMZN,0.66338,1,0.5731487003565722,165.21,165.36,161.49,167.9
2022-01-13,BA,0.6852,1,0.9200593450374177,217.45,216.02,209.31,204.26
2022-01-13,CRM,0.7184,1,1.1371940055859384,236.51,233.54,228.35,246.07
2022-01-13,DIS,0.3257,-1,-2.2516632371375764,155.87,155.96,154.69,151.86
2022-01-13,GOOG,0.7184,1,0.47114606387474306,140.98,139.36,137.92,142.86
2022-01-13,INTC,0.0,1,1.3833227475581598,51.7,51.85,51.21,48.48
2022-01-13,META,0.541625,1,1.6601375311762971,331.7,332.8,326.53,333.89
2022-01-13,MSFT,0.66338,1,1.771633464642827,309.6,306.4,305.71,318.87
2022-01-13,NFLX,0.2802,1,1.2499980897125083,537.22,540.84,539.85,586.91
2022-01-13,NIO,0.21215625,1,1.5419987787461786,31.68,30.02,28.91,30.38
2022-01-13,PG,0.66338,1,0.9602739694548208,146.75,146.42,148.14,148.56
2022-01-13,PYPL,0.43751999999999996,-1,-1.4308581937406846,187.2,191.52,182.95,189.3
2022-01-13,TSLA,0.10902179487179488,1,1.7497758575059024,368.74,354.8,352.71,347.01
2022-01-13,TSM,0.2807357142857143,1,1.0560977387317552,124.71,121.82,117.9,115.76
2022-01-13,XPEV,0.128,1,4.566494419279377,48.38,45.76,42.63,45.44
2022-01-13,ZS,0.24415000000000003,1,1.7047966828963275,273.98,277.53,275.65,299.06
2022-01-14,AAPL,-0.15596363636363636,-1,-1.8894241176238928,169.23,172.51,172.07,172.6
2022-01-14,AMD,0.392275,-1,-3.6163150427040964,132.74,137.47,137.31,141.73
2022-01-14,AMZN,0.19174444444444444,-1,-1.9862738846190189,161.21,165.21,165.36,167.53
2022-01-14,BA,0.8168,-1,-0.4204337842113136,223.9,217.45,216.02,205.61
2022-01-14,F,0.128,-1,-3.2155572361589044,19.84,19.41,19.31,17.35
2022-01-14,GOOG,0.2624166666666667,-1,-2.5009591064220977,138.48,140.98,139.36,142.59
2022-01-14,KO,0.46824,-1,-0.7981704816345905,55.23,54.91,54.83,53.73
2022-01-14,META,0.04068333333333333,-1,-4.142809540011472,324.95,331.7,332.8,333.54
2022-01-14,MSFT,0.19174444444444444,-1,-2.433906258691222,296.5,309.6,306.4,317.78
2022-01-14,NFLX,0.21387500000000004,-1,-2.8324705775809673,519.2,537.22,540.84,583.15
2022-01-14,NIO,0.3735,-1,-4.329564198888327,30.48,31.68,30.02,30.29
2022-01-14,NOC,0.128,-1,-0.45111938493961906,377.49,375.51,380.33,368.08
2022-01-14,PG,0.19174444444444444,-1,-1.9272975012816127,146.08,146.75,146.42,148.56
2022-01-14,PYPL,0.6478,-1,-2.2194773543985926,181.01,187.2,191.52,189.02
2022-01-14,TSLA,0.21625889570552148,-1,-1.8197241232530919,343.85,368.74,354.8,348.17
2022-01-14,TSM,0.1616,-1,-4.855666048887059,131.27,124.71,121.82,116.81
2022-01-14,VZ,0.36755,1,0.2815242025343091,44.07,44.01,44.13,43.21
2022-01-14,ZS,0.5401,1,1.7508073399122508,250.47,273.98,277.53,297.45
2022-01-18,AAPL,0.1932888888888889,-1,-2.1024830295227783,170.09,169.23,172.51,172.68
2022-01-18,AMD,0.21946000000000002,-1,-2.7741898025529013,136.88,132.74,137.47,141.6
2022-01-18,AMZN,0.49072857142857146,-1,-1.647710180601349,162.14,161.21,165.21,166.74
2022-01-18,BA,0.24270000000000003,-1,-3.52428464040531,225.96,223.9,217.45,208.68
2022-01-18,COST,0.4404,1,0.42821297875714576,481.52,494.82,503.35,522.74
2022-01-18,CRM,0.0,1,0.09288810394236525,229.95,227.36,236.51,242.56
2022-01-18,DIS,0.08895,-1,-1.4185495089827502,150.09,153.54,155.87,152.79
2022-01-18,GOOG,0.8841,-1,-0.4685017527898178,139.13,138.48,140.98,142.13
2022-01-18,META,0.17302222222222222,1,0.4526110959107816,330.34,324.95,331.7,333.11
2022-01-18,MSFT,0.49072857142857146,1,0.22467684628133647,301.75,296.5,309.6,316.76
2022-01-18,NFLX,0.017425000000000017,1,0.990602521440272,525.69,519.2,537.22,578.37
2022-01-18,NIO,0.43468,-1,-3.309697498764507,30.95,30.48,31.68,30.33
2022-01-18,PG,0.49072857142857146,1,3.3624737598492542,147.48,146.08,146.75,148.77
2022-01-18,PYPL,0.32235,-1,-0.5216116170406189,178.42,181.01,187.2,188.54
2022-01-18,TSLA,0.1425121212121212,-1,-3.3827896918571807,349.87,343.85,368.74,353.49
2022-01-18,TSM,0.08475999999999999,-1,-2.107161662235291,132.66,131.27,124.71,118.57
2022-01-18,XPEV,0.4767,-1,-7.438716146375385,49.69,47.52,48.38,46.31
2022-01-19,AAPL,0.1720818181818182,-1,-1.0346793161926005,166.88,170.09,169.23,172.39
2022-01-19,AMD,0.8647,-1,-4.973886856088818,131.93,136.88,132.74,141.11
2022-01-19,AMZN,0.25811,-1,-2.963230963415671,158.92,162.14,161.21,166.35
2022-01-19,BA,0.13660000000000003,-1,-1.3313061384150977,225.01,225.96,223.9,209.5
2022-01-19,DIS,0.0,-1,-1.6587804285458048,150.41,150.09,153.54,152.67
2022-01-19,GOOG,0.24695,-1,-1.5816022709305495,135.65,139.13,138.48,141.81
2022-01-19,INTC,0.0,-1,-2.946646357716883,50.79,51.66,50.96,49.22
2022-01-19,KO,0.8555,-1,-0.40983843930014086,55.23,55.68,55.23,54.05
2022-01-19,META,0.09176,-1,-0.9480868688994868,316.66,330.34,324.95,332.29
2022-01-19,MSFT,0.25811,-1,-0.5703255315205592,294.41,301.75,296.5,315.64
2022-01-19,NFLX,0.09298333333333333,-1,-1.475203653637961,510.8,525.69,519.2,574.99
2022-01-19,NIO,0.09305555555555556,1,1.7464198905223156,29.61,30.95,30.48,30.29
2022-01-19,PG,0.25811,1,0.5399362258189393,144.64,147.48,146.08,148.56
2022-01-19,PYPL,0.06032500000000002,-1,-0.15557722138467156,174.46,178.42,181.01,187.84
2022-01-19,TSLA,0.10213267326732674,1,0.06227038828787052,343.5,349.87,343.85,352.99
2022-01-19,TSM,0.10792,-1,-2.045641147139761,126.22,132.66,131.27,118.96
2022-01-19,VZ,0.10115,-1,-0.18692543721216387,44.0,43.87,44.07,43.4
2022-01-20,AAPL,0.010249999999999981,-1,-1.276529199590899,163.37,166.88,170.09,172.22
2022-01-20,AMD,0.37027499999999997,-1,-2.5268700028529643,128.27,131.93,136.88,140.74
2022-01-20,AMZN,-0.24954285714285715,-1,-5.950180896147472,156.3,158.92,162.14,165.81
2022-01-20,COST,0.0,-1,-0.2506258714116755,469.24,467.24,481.52,517.17
2022-01-20,DIS,-0.09877499999999999,-1,-6.936714869079968,148.28,150.41,150.09,152.85
2022-01-20,GOOG,-0.05714999999999998,-1,-2.557567341996703,135.01,135.65,139.13,141.47
2022-01-20,META,0.42823333333333335,-1,-4.22985205891298,318.09,316.66,330.34,332.0
2022-01-20,MSFT,-0.24954285714285715,-1,-1.846808519490894,295.07,294.41,301.75,314.84
2022-01-20,NFLX,-0.01843939393939394,-1,-21.790457452041316,515.86,510.8,525.69,571.1
2022-01-20,NIO,-0.007039999999999991,-1,-6.1105349487762615,28.63,29.61,30.95,30.31
2022-01-20,PG,-0.24954285714285715,1,0.3827158338233049,149.51,144.64,147.48,148.75
2022-01-20,PYPL,0.0,-1,-5.620963505181983,173.55,174.46,178.42,187.38
2022-01-20,TSLA,0.1835576923076923,-1,-5.256606712507208,331.88,343.5,349.87,354.59
2022-01-20,TSM,0.22721627906976744,-1,-2.9611055863284825,123.56,126.22,132.66,119.71
2022-01-21,AAPL,0.2202923076923077,-1,-0.48642250932756725,161.68,163.37,166.88,171.8
2022-01-21,AMD,0.3778,-1,-1.9190293966401637,121.89,128.27,131.93,139.62
2022-01-21,AMZN,0.124525,1,1.3326983483115347,151.67,156.3,158.92,164.87
2022-01-21,COST,0.4215,1,1.5136760507406675,462.21,469.24,467.24,514.17
2022-01-21,DIS,0.4434,1,0.058222493582369986,145.82,148.28,150.41,152.68
2022-01-21,GOOG,0.30974,1,0.21523732731900722,132.88,135.01,135.65,140.94
2022-01-21,INTC,0.51725,-1,-0.19219166148849626,48.27,49.73,50.79,49.46
2022-01-21,META,0.36622,1,1.8273559585398953,315.08,318.09,316.66,331.12
2022-01-21,MSFT,0.124525,1,0.11485588490164392,293.39,295.07,294.41,313.59
2022-01-21,NFLX,0.10137936507936508,-1,-2.603775120381289,508.25,515.86,510.8,566.27
2022-01-21,NIO,0.30716666666666664,-1,-9.067639881703938,29.13,28.63,29.61,30.26
2022-01-21,PG,0.124525,-1,-0.8117215225229261,150.31,149.51,144.64,148.99
2022-01-21,PYPL,0.61556,-1,-0.8377125922895993,173.28,173.55,174.46,186.59
2022-01-21,TSLA,0.07024716981132076,-1,-1.472612987219572,332.09,331.88,343.5,355.55
2022-01-21,TSM,0.1353742857142857,1,1.1483081273987232,121.03,123.56,126.22,120.23
2022-01-21,ZS,0.3818,1,0.5207880028607864,250.67,253.11,259.2,286.57
2022-01-24,AAPL,0.06604000000000002,-1,-1.1384683013352064,159.62,161.68,163.37,171.04
2022-01-24,AMD,0.20656666666666668,-1,-4.634001186343691,118.81,121.89,128.27,137.96
2022-01-24,AMZN,0.24374,-1,-3.153374554357322,142.64,151.67,156.3,163.05
2022-01-24,COST,0.802,-1,-2.3685666641845553,461.05,462.21,469.24,510.07
2022-01-24,CRM,0.7345,-1,-3.4255416827453318,217.42,221.7,225.01,236.71
2022-01-24,DIS,0.44855,-1,-0.6911162234982213,135.7,145.82,148.28,151.97
2022-01-24,GOOG,0.03182499999999999,-1,-2.7893180692212085,129.48,132.88,135.01,139.76
2022-01-24,INTC,0.0,-1,-1.8097573541412257,48.27,48.27,49.73,49.61
2022-01-24,META,0.5597300000000001,-1,-2.7728257947150663,301.75,315.08,318.09,329.56
2022-01-24,MSFT,0.24374,-1,-2.6588621522722904,287.97,293.39,295.07,311.06
2022-01-24,NFLX,-0.07718181818181818,-1,-5.354508793894687,397.5,508.25,515.86,552.34
2022-01-24,NIO,0.2596,-1,-4.3425809700911335,27.35,29.13,28.63,30.12
2022-01-24,PG,0.24374,-1,-1.0911218967114227,150.89,150.31,149.51,149.26
2022-01-24,PYPL,-0.014533333333333337,-1,-2.4480491247013894,163.54,173.28,173.55,184.82
2022-01-24,TSLA,0.08097560975609756,-1,-1.247312484248992,314.63,332.09,331.88,354.41
2022-01-24,TSM,0.32577744360902255,-1,-2.7627822107626674,117.45,121.03,123.56,120.72
2022-01-25,AAPL,0.08596666666666668,-1,-0.056329329419593156,158.84,159.62,161.68,170.43
2022-01-25,AMD,0.63188,-1,-0.3779341125938837,116.53,118.81,121.89,136.88
2022-01-25,AMZN,0.33988125,-1,-0.7954330670553542,144.54,142.64,151.67,162.12
2022-01-25,BA,0.0,-1,-4.81626728911958,204.2,205.44,214.19,211.85
2022-01-25,COST,0.0,1,1.2884260248993649,468.03,461.05,462.21,507.97
2022-01-25,DIS,0.0,-1,-2.1317058399384052,135.78,135.7,145.82,151.16
2022-01-25,GOOG,0.386225,1,1.9761670586161744,129.76,129.48,132.88,139.26
2022-01-25,INTC,0.0,1,1.3529449052382096,48.17,48.27,48.27,49.54
2022-01-25,META,0.12375454545454545,-1,-1.8390817044003385,307.26,301.75,315.08,328.44
2022-01-25,MSFT,0.33988125,1,2.8493247155122954,288.3,287.97,293.39,309.92
2022-01-25,NFLX,0.03282500000000001,-1,-1.8339612942644163,387.15,397.5,508.25,544.08
2022-01-25,NIO,0.1683,-1,-4.749899220801211,24.87,27.35,29.13,29.86
2022-01-25,PG,0.33988125,-1,-0.87127282832735,149.66,150.89,150.31,149.28
2022-01-25,PYPL,0.3786333333333333,-1,-0.7711765134245036,162.17,163.54,173.28,183.69
2022-01-25,TSLA,0.14120382165605094,1,2.0699052582711226,310.0,314.63,332.09,352.19
2022-01-25,TSM,0.24725454545454545,1,0.48987801627242267,118.8,117.45,121.03,120.63
2022-01-26,AAPL,0.23698,-1,-0.29431818701085716,157.03,158.84,159.62,169.79
2022-01-26,AMD,0.498,-1,-7.32544546781503,111.13,116.53,118.81,135.66
2022-01-26,AMZN,0.29864,1,0.5508645722495668,139.99,144.54,142.64,161.07
2022-01-26,BA,0.0,-1,-2.326660921941246,204.1,204.2,205.44,211.48
2022-01-26,F,0.366,-1,-1.8081567490306694,15.85,16.17,16.38,17.92
2022-01-26,GOOG,0.14475,-1,-0.0920883825457936,126.14,129.76,129.48,138.64
2022-01-26,INTC,0.4355,-1,-7.041993962463769,47.3,48.17,48.27,49.44
2022-01-26,KO,0.9081,1,0.08390158088390445,54.25,54.38,54.83,54.51
2022-01-26,META,0.3808,1,0.0033926004678042215,298.74,307.26,301.75,327.03
2022-01-26,MSFT,0.29864,1,1.0549018185639925,280.63,288.3,287.97,308.52
2022-01-26,NFLX,0.30094166666666666,1,7.506254957939704,366.42,387.15,397.5,535.62
2022-01-26,NIO,0.2893235294117647,-1,-6.840243810670479,23.79,24.87,27.35,29.57
2022-01-26,NOC,0.366,-1,-7.251455014233866,382.78,382.66,378.63,375.53
2022-01-26,PG,0.29864,1,0.6196864466024505,148.03,149.66,150.89,149.22
2022-01-26,TSLA,0.16615382165605097,-1,-11.554175561970451,306.13,310.0,314.63,349.99
2022-01-26,TSM,0.28485333333333335,-1,-5.443605565315373,115.51,118.8,117.45,120.39
2022-01-27,AAPL,0.09088791208791208,1,6.977741525148962,156.94,157.03,158.84,168.82
2022-01-27,AMD,0.2571117647058824,1,2.5730988585875343,110.71,111.13,116.53,133.58
2022-01-27,AMZN,0.18938461538461537,1,3.1084056738273746,138.87,139.99,144.54,159.6
2022-01-27,BA,-0.6249,1,0.4321514225131752,194.27,204.1,204.2,211.05
2022-01-27,BX,0.3127,1,4.4018811556162785,99.46,98.36,97.6,106.0
2022-01-27,COST,0.40755,1,2.053815107685051,462.83,456.94,468.03,501.89
2022-01-27,DIS,0.6965,1,2.3704213214153516,131.97,134.84,135.78,149.48
2022-01-27,ENPH,0.2023,1,3.242476744242246,121.75,122.65,128.1,152.05
2022-01-27,GOOG,0.43876666666666664,1,3.228379533949753,128.63,126.14,129.76,137.75
2022-01-27,INTC,0.6322333333333333,-1,-0.665951401700201,47.94,47.3,48.17,49.42
2022-01-27,KO,0.12885000000000002,1,1.9949565870635324,54.05,54.25,54.38,54.56
2022-01-27,META,0.3590111111111111,1,2.399538205733217,293.25,298.74,307.26,324.58
2022-01-27,MSFT,0.18938461538461537,1,2.8081787742510738,288.63,280.63,288.3,306.4
2022-01-27,NFLX,0.24356666666666668,-1,-0.6051271739334593,359.7,366.42,387.15,523.55
2022-01-27,NIO,-0.004578571428571427,-1,-0.9947938690172863,22.66,23.79,24.87,29.22
2022-01-27,PG,0.18938461538461537,1,0.8609303073986351,146.74,148.03,149.66,149.09
2022-01-27,PYPL,0.2202,1,3.4216707616375652,156.98,158.2,162.17,180.81
2022-01-27,TSLA,0.0837212927756654,1,2.0805692766870254,312.47,306.13,310.0,347.51
2022-01-27,TSM,0.11753902439024391,1,1.0568693553971353,116.08,115.51,118.8,120.4
2022-01-27,XPEV,-0.5859,-1,-1.4106074083501745,37.3,38.01,39.99,45.31
2022-01-28,AAPL,0.12440869565217391,1,2.612586384044301,156.48,156.94,157.03,167.88
2022-01-28,AMD,0.46455714285714284,1,8.561385708021094,102.6,110.71,111.13,131.17
2022-01-28,AMZN,0.24370833333333333,1,3.8863610302189273,139.64,138.87,139.99,158.13
2022-01-28,COST,0.9001,1,2.579046828147681,461.92,462.83,456.94,498.15
2022-01-28,DIS,0.6371,1,3.1306306055341926,133.77,131.97,134.84,148.55
2022-01-28,GOOG,0.779925,1,1.8073328500927415,128.51,128.63,126.14,136.93
2022-01-28,INTC,0.5267,1,2.283657709431229,44.56,47.94,47.3,49.26
2022-01-28,META,0.37066,1,3.8281892066275636,293.26,293.25,298.74,322.14
2022-01-28,MSFT,0.24370833333333333,1,0.882372127942432,291.68,288.63,280.63,304.49
2022-01-28,NFLX,0.38708,1,11.130198492890823,386.7,359.7,366.42,512.89
2022-01-28,NIO,-0.18305,1,17.27273050833397,21.11,22.66,23.79,28.81
2022-01-28,PG,0.24370833333333333,-1,-0.031158744633544067,147.65,146.74,148.03,148.96
2022-01-28,PYPL,0.9308,1,5.149215966821839,158.11,156.98,158.2,179.28
2022-01-28,TSLA,0.16170588235294117,1,10.67761138393096,276.37,312.47,306.13,343.39
2022-01-28,TSM,0.3550448275862069,1,4.268335336150323,109.76,116.08,115.51,120.15
2022-01-28,XPEV,0.2492,1,9.144629820133769,32.61,37.3,38.01,44.71
2022-01-28,ZS,0.0,1,7.712605211013969,223.08,226.85,228.88,266.47
2022-01-31,AAPL,0.27101333333333333,-1,-0.09725161154039429,167.4,156.48,156.94,166.69
2022-01-31,AMD,0.34635,1,2.214440944679978,105.24,102.6,110.71,127.5
2022-01-31,AMZN,0.3954066666666667,1,1.0830762802234422,143.98,139.64,138.87,155.79
2022-01-31,BA,0.064,1,4.045141141889894,190.57,189.75,194.27,210.46
2022-01-31,COST,0.8762,1,0.6493313887260319,471.41,461.92,462.83,489.77
2022-01-31,CRM,0.36725,-1,-0.21924074855686898,220.9,211.56,209.83,226.59
2022-01-31,DIS,0.0,1,1.0631694442508626,136.94,133.77,131.97,147.19
2022-01-31,GOOG,0.5101714285714286,1,1.6065029730953262,132.66,128.51,128.63,135.42
2022-01-31,KO,0.8762,-1,-0.7375800804775708,55.18,54.1,54.05,54.79
2022-01-31,META,0.29497,1,1.8323238312602839,300.29,293.26,293.25,318.23
2022-01-31,MSFT,0.3954066666666667,-1,-0.7138710232262302,299.87,291.68,288.63,300.22
2022-01-31,NFLX,0.12773,1,7.021114671042611,384.36,386.7,359.7,491.05
2022-01-31,NIO,0.31040434782608695,1,1.346388905036373,20.9,21.11,22.66,28.09
2022-01-31,PG,0.3954066666666667,-1,-0.4425080347688692,148.92,147.65,146.74,148.65
2022-01-31,PYPL,0.46095714285714284,1,2.2449694983963804,163.52,158.11,156.98,176.74
2022-01-31,TSLA,0.1487351145038168,-1,-0.5839526637397522,282.12,276.37,312.47,338.01
2022-01-31,TSM,0.2728696428571429,1,0.3425037744284034,110.92,109.76,116.08,120.66
2022-01-31,VZ,0.3612,-1,-0.05636121516381262,43.56,42.15,42.01,43.67
2022-01-31,ZS,0.2732,1,1.5479799358574144,238.7,223.08,226.85,256.08
2022-02-01,AAPL,0.3303894736842105,1,0.7044090094571185,171.77,167.4,156.48,166.94
2022-02-01,AMD,0.10405135135135135,1,5.120742780820912,114.25,105.24,102.6,126.84
2022-02-01,AMZN,0.23992903225806453,-1,-0.3842715890623283,149.57,143.98,139.64,155.48
2022-02-01,DIS,0.34,-1,-1.294219587983209,141.23,136.94,133.77,146.89
2022-02-01,GOOG,0.14360677966101695,1,7.3673628506568365,135.06,132.66,128.51,135.4
2022-02-01,INTC,-0.37739999999999996,1,1.14405270056801,45.28,44.27,44.56,49.01
2022-02-01,META,0.1279818181818182,1,1.2539459745940895,311.79,300.29,293.26,317.91
2022-02-01,MSFT,0.23992903225806453,1,1.5222083507629738,302.51,299.87,291.68,300.33
2022-02-01,NFLX,-0.25475000000000003,-1,-6.048606217299734,427.14,384.36,386.7,487.85
2022-02-01,NIO,0.38481333333333334,-1,-4.347825753107082,24.51,20.9,21.11,27.91
2022-02-01,PG,0.23992903225806453,1,1.7904078711193767,148.87,148.92,147.65,148.67
2022-02-01,PYPL,0.15016969696969698,-1,-24.59044082883866,171.94,163.52,158.11,176.5
2022-02-01,TSLA,0.1495763157894737,-1,-2.747919159891436,312.24,282.12,276.37,336.72
2022-02-01,TSM,0.10333333333333333,1,0.8939549028772935,115.66,110.92,109.76,120.41
2022-02-01,VZ,0.10565,1,1.12781643887268,43.83,43.56,42.15,43.67
2022-02-01,XPEV,0.4941333333333333,-1,-1.648357867215424,35.09,32.15,32.61,43.12
2022-02-01,ZS,0.31845,-1,-1.375003404283869,257.11,238.7,223.08,256.13
2022-02-02,AAPL,0.2511875,-1,-1.671971724410123,171.61,171.77,167.4,167.16
2022-02-02,AMD,0.2929,-1,-2.183121748565713,116.78,114.25,105.24,126.36
2022-02-02,AMZN,-0.15109599999999998,-1,-7.812763251781235,151.19,149.57,143.98,155.28
2022-02-02,BA,0.0,-1,-0.5445281705607876,208.34,200.24,190.57,209.87
2022-02-02,BX,0.4767,-1,-2.8192418751846007,120.41,117.75,110.89,105.68
2022-02-02,COST,0.2021,1,0.1036130272359303,486.71,483.57,471.41,489.33
2022-02-02,CRM,0.6369,-1,-5.439764151821537,230.83,231.34,220.9,227.01
2022-02-02,F,0.0,-1,-3.5870190445486108,16.47,16.18,15.58,17.8
2022-02-02,GOOG,0.10148666666666667,-1,-3.6382927272567223,137.23,135.06,132.66,135.49
2022-02-02,META,-0.034753571428571425,-1,-26.39010777720305,317.5,311.79,300.29,317.89
2022-02-02,MSFT,-0.15109599999999998,-1,-3.895247346665244,300.35,302.51,299.87,300.34
2022-02-02,NFLX,0.1508,-1,-5.560213344497815,457.13,427.14,384.36,486.39
2022-02-02,NIO,0.34785333333333335,-1,-2.6515196214073553,24.84,24.51,20.9,27.76
2022-02-02,NOC,0.0,1,0.7628396906773434,351.83,351.18,360.96,374.25
2022-02-02,PG,-0.15109599999999998,1,0.9471250064223179,148.22,148.87,148.92,148.64
2022-02-02,PYPL,0.1958375,-1,-6.2382166520029445,175.8,171.94,163.52,176.46
2022-02-02,TSLA,0.13731354166666668,-1,-1.603249502487914,310.42,312.24,282.12,335.47
2022-02-02,TSM,0.09041739130434782,-1,-3.4716280565689357,116.05,115.66,110.92,120.2
2022-02-02,VZ,-0.03375,-1,-0.01858228689569895,43.81,43.83,43.56,43.68
2022-02-02,XPEV,0.8926,-1,-3.5754156608243903,36.4,35.09,32.15,42.8
2022-02-02,ZS,0.0,-1,-4.846600282539442,261.09,257.11,238.7,256.37
2022-02-03,AAPL,0.12533461538461538,-1,-0.16792818589428382,172.82,171.61,171.77,166.87
2022-02-03,AMD,0.30328571428571427,1,2.931376240332532,122.76,116.78,114.25,125.05
2022-02-03,AMZN,0.08855991189427313,1,13.535901735711855,150.61,151.19,149.57,154.33
2022-02-03,BA,0.53545,1,0.029069993105857433,207.52,208.34,200.24,209.85
2022-02-03,COST,0.0,-1,-0.3833075255175884,499.74,486.71,483.57,487.29
2022-02-03,DIS,0.0,1,1.4211220714350328,140.88,142.73,141.23,146.02
2022-02-03,GOOG,-0.009822222222222218,1,0.25622611952361135,147.34,137.23,135.06,135.63
2022-02-03,INTC,0.0,1,0.1982739753778719,45.92,45.4,45.28,48.67
2022-02-03,META,0.03212763819095477,-1,-0.2817958331382821,321.48,317.5,311.79,317.15
2022-02-03,MSFT,0.08855991189427313,1,1.5568553475624527,304.92,300.35,302.51,299.35
2022-02-03,NFLX,0.12067222222222222,1,1.126727627083026,429.48,457.13,427.14,478.4
