Date,Stock Name,sentiment,stock_performance,pct_change,one_day_price,two_day_price,three_day_price,historical_price,sentiment
2021-12-20,AMZN,-1,1,1.997864962192077,170.02,168.87,173.32,173.67,-1
2021-12-20,DIS,0,1,3.126919112698787,146.94,146.93,148.56,147.68,0
2021-12-20,GOOG,-1,0,1.2773847380682486,142.13,144.16,146.67,144.78,-1
2021-12-20,KO,0,0,0.39974714185946925,52.36,53.19,52.66,50.15,0
2021-12-20,META,0,1,2.68858485517678,332.22,333.33,340.06,327.52,0
2021-12-20,MSFT,-1,1,2.306909903382874,314.98,316.05,325.54,323.46,-1
2021-12-20,NFLX,-1,1,1.8829778791501008,586.73,591.06,605.04,623.88,-1
2021-12-20,NIO,0,1,7.102272765757131,30.0,30.07,30.79,35.62,0
2021-12-20,PG,-1,0,-0.06334566939970551,145.32,148.68,146.61,140.32,-1
2021-12-20,PYPL,1,1,3.536242047771672,186.2,188.75,190.66,187.83,1
2021-12-20,TSLA,-1,1,4.288056302579568,310.86,308.97,325.33,348.26,-1
2021-12-20,TSM,0,1,2.1750515127110437,109.7,109.94,113.08,112.26,0
2021-12-21,AAPL,0,1,1.5318828892745133,166.83,168.2,169.3,165.37,0
2021-12-21,AMD,0,0,-0.2564957484835355,135.8,137.75,138.64,145.65,0
2021-12-21,AMZN,1,0,0.36381058820253376,167.08,170.02,168.87,173.34,1
2021-12-21,META,0,0,-1.122077269134595,323.92,332.22,333.33,327.34,0
2021-12-21,MSFT,0,1,1.80572297933556,311.2,314.98,316.05,322.84,0
2021-12-21,NIO,1,0,-1.0278496933380536,28.16,30.0,30.07,35.25,1
2021-12-21,PG,0,0,0.9888523540056213,145.69,145.32,148.68,140.59,0
2021-12-21,TSLA,1,1,7.49470552371662,299.98,310.86,308.97,345.85,1
2021-12-21,TSM,0,1,3.2867868502902047,108.4,109.7,109.94,112.06,0
2021-12-22,AAPL,1,0,0.36437522170704323,170.02,166.83,168.2,165.59,1
2021-12-22,AMD,-1,1,1.5707495344309028,144.25,135.8,137.75,145.58,-1
2021-12-22,AMZN,-1,0,0.018413641582213564,170.42,167.08,170.02,173.2,-1
2021-12-22,COST,-1,0,0.12732332887695882,522.15,525.14,524.23,520.14,-1
2021-12-22,CRM,1,0,0.13449684831621586,251.15,245.84,251.53,266.32,1
2021-12-22,META,0,0,1.4495250799080148,332.63,323.92,332.22,327.59,0
2021-12-22,MSFT,-1,0,0.4471804516941544,318.38,311.2,314.98,322.63,-1
2021-12-22,NIO,1,1,2.244556340809522,30.16,28.16,30.0,35.01,1
2021-12-22,PG,-1,0,0.48958490514344355,145.59,145.69,145.32,140.83,-1
2021-12-22,TSLA,0,1,5.76188630553096,312.84,299.98,310.86,344.28,0
2021-12-22,TSM,0,0,-0.5111225268907522,110.76,108.4,109.7,112.0,0
2021-12-22,VZ,0,0,-0.17056007176014937,42.94,43.2,43.26,41.71,0
2021-12-23,AAPL,1,1,2.297487847905718,172.62,170.02,166.83,166.27,1
2021-12-23,AMZN,-1,0,-0.8178022851367992,171.04,170.42,167.08,172.84,-1
2021-12-23,BA,0,0,-0.514152896622041,201.69,199.52,188.48,200.2,0
2021-12-23,ENPH,1,0,0.2763481306908768,189.33,189.0,178.73,218.96,1
2021-12-23,GOOG,0,0,0.6262560337548523,146.26,143.54,141.73,144.57,0
2021-12-23,MSFT,0,1,2.318557448680399,324.13,318.38,311.2,322.32,0
2021-12-23,NFLX,0,0,-0.15796246411107326,614.24,604.92,593.74,619.4,0
2021-12-23,NIO,1,-1,-1.8348668574431903,29.85,30.16,28.16,34.45,1
2021-12-23,PG,-1,0,1.168015099306069,147.03,145.59,145.69,141.34,-1
2021-12-23,PYPL,1,0,0.0,191.68,189.14,182.68,187.76,1
2021-12-23,TSLA,1,1,2.5248391499066667,336.29,312.84,299.98,341.93,1
2021-12-23,TSM,0,1,1.673834981532956,114.4,110.76,108.4,111.87,0
2021-12-27,AAPL,-1,0,-0.5767177532037173,173.25,172.62,170.02,168.06,-1
2021-12-27,AMD,0,0,-0.7838861810590347,146.14,143.88,144.25,143.8,0
2021-12-27,AMZN,-1,0,0.5843719029521218,171.07,171.04,170.42,171.97,-1
2021-12-27,DIS,-1,1,1.5706698836388435,151.76,150.03,149.21,147.59,-1
2021-12-27,META,0,0,0.011558477837925164,333.67,328.9,332.63,326.1,0
2021-12-27,MSFT,0,0,-0.35039898891904075,325.58,324.13,318.38,321.92,0
2021-12-27,NIO,1,0,-1.1014684038394496,30.52,29.85,30.16,33.19,1
2021-12-27,PG,0,0,0.5371269699232171,147.75,147.03,145.59,142.35,0
2021-12-27,PYPL,0,0,-0.9947338461344069,192.01,191.68,189.14,187.91,0
2021-12-27,TSLA,1,0,-0.5000275342793409,355.67,336.29,312.84,338.62,1
2021-12-27,TSM,0,0,-0.5216014369290204,113.82,114.4,110.76,111.88,0
2021-12-28,AAPL,1,0,0.05019968163858966,177.23,173.25,172.62,168.51,1
2021-12-28,AMZN,0,0,-0.855492170863465,169.67,171.07,171.04,171.86,0
2021-12-28,COST,0,0,0.5543375703860682,539.42,526.88,526.21,521.39,0
2021-12-28,DIS,1,0,-0.21262917573274354,150.94,151.76,150.03,147.76,1
2021-12-28,GOOG,1,0,0.03856633320327839,147.37,146.45,146.26,144.78,1
2021-12-28,INTC,0,0,0.1352389209016405,48.17,47.59,47.27,46.81,0
2021-12-28,META,0,0,-0.9473668269640787,344.56,333.67,328.9,327.02,0
2021-12-28,MSFT,-1,0,0.20513729462023444,333.13,325.58,324.13,322.48,-1
2021-12-28,NFLX,0,0,-0.02784364742586679,613.12,614.09,614.24,612.83,0
2021-12-28,PG,-1,0,0.8290339992275211,149.48,147.75,147.03,142.7,-1
2021-12-28,PYPL,-1,0,-0.06838762684821173,192.01,192.01,191.68,188.12,-1
2021-12-28,TSLA,1,0,-0.20947102761839836,364.65,355.67,336.29,339.93,1
2021-12-28,TSM,0,0,-0.532514641501666,115.72,113.82,114.4,112.07,0
2021-12-29,AAPL,0,0,-0.6578337514829692,176.21,177.23,173.25,168.88,0
2021-12-29,AMD,0,-1,-2.097666751369107,153.15,154.36,146.14,144.75,0
2021-12-29,AMZN,1,0,-0.32890070546229844,170.66,169.67,171.07,171.8,1
2021-12-29,COST,0,0,-0.6798574638395849,540.54,539.42,526.88,522.3,0
2021-12-29,DIS,0,0,0.6844405770526285,153.31,150.94,151.76,148.02,0
2021-12-29,GOOG,1,0,-0.3426413216245989,145.76,147.37,146.45,144.82,1
2021-12-29,META,-1,0,0.41406397731910743,344.6,344.56,333.67,327.86,-1
2021-12-29,MSFT,1,0,-0.7691441771016945,331.96,333.13,325.58,322.93,1
2021-12-29,NIO,1,1,14.761055465293142,29.63,29.96,30.52,32.87,1
2021-12-29,PG,1,0,-0.8648338818475918,150.28,149.48,147.75,143.07,1
2021-12-29,PYPL,0,0,1.0054238299921752,190.1,192.01,192.01,188.21,0
2021-12-29,TSLA,1,0,-1.459226838364608,362.82,364.65,355.67,341.02,1
2021-12-29,TSM,1,0,-0.8154213526698351,115.12,115.72,113.82,112.22,1
2021-12-29,VZ,0,0,-0.2100946621378222,42.89,42.86,42.86,41.87,0
2021-12-29,XPEV,1,1,9.961772393910758,45.39,46.07,46.09,46.08,1
2021-12-30,AAPL,1,0,-0.35352107460788007,176.3,176.21,177.23,169.78,1
2021-12-30,AMD,0,0,-0.8611781278416408,148.26,153.15,154.36,144.1,0
2021-12-30,AMZN,0,0,-1.1429400216389622,169.2,170.66,169.67,171.38,0
2021-12-30,COST,0,0,0.6720856521403877,543.53,540.54,539.42,522.89,0
2021-12-30,CRM,0,0,-0.46997772825027917,253.13,254.03,256.87,257.6,0
2021-12-30,DIS,0,0,-0.6669489374525848,152.98,153.31,150.94,148.36,0
2021-12-30,GOOG,0,0,-0.9061551472523115,145.81,145.76,147.37,144.84,0
2021-12-30,MSFT,0,0,-0.8841195661529959,332.64,331.96,333.13,323.18,0
2021-12-30,NIO,1,-1,-2.2825351806415752,28.25,29.63,29.96,32.28,1
2021-12-30,PG,0,0,0.4976139154743016,151.53,150.28,149.48,143.73,0
2021-12-30,TSLA,-1,0,-1.2668840823859993,362.06,362.82,364.65,340.21,-1
2021-12-30,TSM,-1,0,-0.09135395509421401,114.51,115.12,115.72,112.34,-1
2021-12-30,XPEV,1,1,2.9243359111532854,44.47,45.39,46.07,45.75,1
2021-12-31,AAPL,1,1,2.500398046742448,175.14,176.3,176.21,170.38,1
2021-12-31,AMD,0,1,4.405845632794415,145.15,148.26,153.15,143.47,0
2021-12-31,AMZN,0,1,2.211832089888628,168.64,169.2,170.66,171.06,0
2021-12-31,CRM,0,0,0.5233557440615978,253.91,253.13,254.03,256.2,0
2021-12-31,DIS,-1,0,1.2073000484092853,154.03,152.98,153.31,148.88,-1
2021-12-31,META,0,0,0.6511048134262234,342.74,341.33,344.6,329.03,0
2021-12-31,MSFT,0,0,-0.466799695982741,330.08,332.64,331.96,323.58,0
2021-12-31,NIO,1,1,5.650255360745369,32.42,28.25,29.63,31.96,1
2021-12-31,PG,0,0,-0.4157044253397763,150.22,151.53,150.28,144.53,0
2021-12-31,TSLA,1,1,13.531668418977072,356.78,362.06,362.82,339.03,1
2021-12-31,TSM,0,1,7.056790082283652,113.57,114.51,115.12,112.51,0
2022-01-03,AAPL,1,0,-1.269138328247067,174.52,175.14,176.3,172.13,1
2022-01-03,AMD,-1,-1,-3.873806650308969,143.9,145.15,148.26,142.79,-1
2022-01-03,AMZN,1,-1,-1.6915587005979515,166.72,168.64,169.2,170.81,1
2022-01-03,CRM,0,-1,-2.830191852451427,252.72,253.91,253.13,256.11,0
2022-01-03,GOOG,0,0,-0.45354531611795734,144.0,145.31,145.81,145.44,0
2022-01-03,META,0,0,-0.5937194922201228,334.77,342.74,341.33,332.68,0
2022-01-03,MSFT,1,-1,-1.7147340573236187,327.16,330.08,332.64,324.56,1
2022-01-03,NIO,1,-1,-5.646851592667393,31.68,32.42,28.25,31.38,1
2022-01-03,PG,1,0,0.34992347073415314,150.96,150.22,151.53,146.15,1
2022-01-03,PYPL,1,-1,-1.9493192798640657,188.58,191.88,189.97,189.49,1
2022-01-03,TSLA,1,-1,-4.183269683612802,352.26,356.78,362.06,337.21,1
2022-01-03,TSM,0,1,3.57141017816007,113.47,113.57,114.51,112.44,0
2022-01-03,XPEV,1,-1,-5.311322775669926,50.33,48.9,44.47,45.35,1
2022-01-04,AAPL,1,-1,-2.6599817353807444,178.88,174.52,175.14,172.47,1
2022-01-04,AMD,0,-1,-5.726356721585418,150.24,143.9,145.15,143.16,0
2022-01-04,AMZN,1,-1,-1.8893091563845044,170.4,166.72,168.64,170.79,1
2022-01-04,BA,-1,0,-0.26213431905360796,207.86,201.32,202.71,201.44,-1
2022-01-04,DIS,1,0,-0.34675808272280184,154.85,153.0,154.03,150.2,1
2022-01-04,GOOG,0,-1,-4.682976811870831,144.39,144.0,145.31,145.39,0
2022-01-04,META,-1,-1,-3.672781485113415,336.95,334.77,342.74,332.9,-1
2022-01-04,MSFT,1,-1,-3.8387662489730565,325.63,327.16,330.08,324.61,1
2022-01-04,NFLX,0,-1,-3.99729407204781,597.37,602.44,612.09,607.38,0
2022-01-04,NIO,1,-1,-5.383156323769713,33.47,31.68,32.42,31.49,1
2022-01-04,PG,1,0,0.4526891904411851,150.34,150.96,150.22,146.36,1
2022-01-04,PYPL,1,-1,-2.082241153211287,194.94,188.58,191.88,189.76,1
2022-01-04,TSLA,1,-1,-5.347121367683641,399.93,352.26,356.78,340.35,1
2022-01-04,TSM,-1,-1,-4.752618959646922,121.48,113.47,113.57,112.89,-1
2022-01-04,XPEV,1,-1,-3.130247713305296,50.27,50.33,48.9,45.6,1
2022-01-05,AAPL,-1,-1,-1.6693418741150692,176.61,178.88,174.52,172.67,-1
2022-01-05,AMD,-1,0,0.05876006951238893,144.42,150.24,143.9,143.22,-1
2022-01-05,AMZN,0,0,-0.6710981961323146,167.52,170.4,166.72,170.64,0
2022-01-05,CRM,-1,0,0.6500667960397652,246.85,254.04,252.72,255.57,-1
2022-01-05,ENPH,-1,-1,-3.632310156442388,178.28,184.45,182.94,196.69,-1
2022-01-05,GOOG,-1,0,-0.0744759867567061,143.74,144.39,144.0,145.31,-1
2022-01-05,INTC,0,0,0.25988366087037584,49.29,49.35,47.76,47.52,0
2022-01-05,META,0,1,2.5572958865078648,334.95,336.95,334.77,332.99,0
2022-01-05,MSFT,0,0,-0.7902055797789237,320.05,325.63,327.16,324.39,0
2022-01-05,NFLX,0,-1,-2.507407847155722,591.15,597.37,602.44,606.61,0
2022-01-05,NIO,0,-1,-1.9076295543295954,31.58,33.47,31.68,31.49,0
2022-01-05,PG,0,0,-0.8403921474257157,150.86,150.34,150.96,146.57,0
2022-01-05,TSLA,-1,-1,-2.152337383085411,383.2,399.93,352.26,342.39,-1
2022-01-05,TSM,0,0,1.1097177370141753,125.81,121.48,113.47,113.51,0
2022-01-05,ZS,0,0,-0.8081405960822142,281.58,301.83,321.33,308.11,0
2022-01-06,AMZN,-1,0,-0.4287778294336282,164.36,167.52,170.4,170.3,-1
2022-01-06,META,1,0,-0.20151350011334557,322.65,334.95,336.95,333.29,1
2022-01-06,MSFT,-1,0,0.05098372808491784,307.76,320.05,325.63,323.94,-1
2022-01-06,NIO,0,0,-0.03411882996946485,29.88,31.58,33.47,31.37,0
2022-01-06,PG,-1,0,-0.055289246530942485,151.55,150.86,150.34,147.1,-1
2022-01-06,PYPL,0,-1,-2.4288750534002053,187.16,191.14,194.94,189.94,0
2022-01-06,TSLA,1,-1,-3.544656745171683,362.71,383.2,399.93,343.64,1
2022-01-06,TSM,0,-1,-3.868610762462913,119.83,125.81,121.48,113.89,0
2022-01-07,AAPL,0,0,0.011605790522965759,169.04,171.91,176.61,173.16,0
2022-01-07,AMD,-1,0,0.0,136.23,136.15,144.42,142.67,-1
2022-01-07,AMZN,0,0,-0.6570176170610371,163.25,164.36,167.52,169.69,0
2022-01-07,MSFT,0,0,0.0732548844414937,305.33,307.76,320.05,322.96,0
2022-01-07,NIO,-1,0,-1.3310559720258999,29.31,29.88,31.58,31.19,-1
2022-01-07,PG,0,0,-1.3641189978870771,150.27,151.55,150.86,147.59,0
2022-01-07,PYPL,-1,-1,-2.4786828379459718,192.27,187.16,191.14,190.0,-1
2022-01-07,TSLA,0,1,3.034195341380184,354.9,362.71,383.2,343.85,0
2022-01-07,TSM,0,0,1.2226925384091674,121.16,119.83,125.81,114.19,0
2022-01-07,ZS,-1,1,5.39899636106497,260.21,262.33,281.58,305.75,-1
2022-01-10,AAPL,-1,1,1.678379460621488,169.21,169.04,171.91,172.92,-1
2022-01-10,AMD,0,1,4.022725423177084,132.0,136.23,136.15,142.43,0
2022-01-10,AMZN,1,1,2.4002125643924783,162.55,163.25,164.36,168.6,1
2022-01-10,COST,0,0,0.6226241745903859,513.29,526.33,526.45,531.89,0
2022-01-10,CRM,-1,1,2.2688533484971547,227.04,227.88,226.41,249.12,-1
2022-01-10,GOOG,-1,0,1.041689946003739,136.36,136.9,137.0,143.57,-1
2022-01-10,INTC,0,0,1.2678950529877653,49.56,50.09,49.96,47.88,0
2022-01-10,META,0,1,1.92031248525085,330.23,330.9,322.65,334.4,0
2022-01-10,MSFT,1,0,0.22592266980062167,305.49,305.33,307.76,321.3,1
2022-01-10,NFLX,-1,0,0.18339377869873516,541.06,553.29,567.52,595.35,-1
2022-01-10,NIO,0,1,3.8395040339335202,29.3,29.31,29.88,30.58,0
2022-01-10,PG,1,0,-1.1587273662161472,150.19,150.27,151.55,148.63,1
2022-01-10,PYPL,0,1,4.684344065139976,187.6,192.27,187.16,189.47,0
2022-01-10,TSLA,1,0,0.5935024657598724,342.32,354.9,362.71,343.85,1
2022-01-10,TSM,0,1,3.3277199209187014,116.48,121.16,119.83,114.52,0
2022-01-11,AAPL,1,0,0.25702506961021737,169.23,169.21,169.04,172.74,1
2022-01-11,AMD,-1,0,0.11652732135625979,132.0,132.0,136.23,141.91,-1
2022-01-11,AMZN,0,0,-0.09373300985386952,161.49,162.55,163.25,168.25,0
2022-01-11,COST,1,0,0.7221627301768135,496.65,513.29,526.33,530.13,1
2022-01-11,GOOG,-1,0,1.1644784313467857,137.92,136.36,136.9,143.29,-1
2022-01-11,KO,1,0,0.14888396861009948,54.81,54.72,54.84,53.41,1
2022-01-11,MSFT,1,0,1.0445090888953716,305.71,305.49,305.33,320.52,1
2022-01-11,NFLX,1,0,-0.6693395408234374,539.85,541.06,553.29,592.58,1
2022-01-11,NIO,0,1,5.529646309458353,28.91,29.3,29.31,30.49,0
2022-01-11,PG,1,0,0.22057104829397162,148.14,150.19,150.27,148.6,1
2022-01-11,PYPL,0,-1,-2.255642871683004,182.95,187.6,192.27,189.15,0
2022-01-11,TSLA,1,1,3.928974893184172,352.71,342.32,354.9,344.3,1
2022-01-11,TSM,-1,1,2.368974340218561,117.9,116.48,121.16,114.69,-1
2022-01-11,VZ,1,0,-0.26124060761349527,44.36,44.66,43.74,42.87,1
2022-01-11,ZS,0,0,-1.2791366009379923,275.65,261.53,260.21,301.87,0
2022-01-12,AAPL,0,-1,-1.9028092454207852,172.07,169.23,169.21,172.71,0
2022-01-12,AMD,-1,-1,-3.4407475707701676,137.31,132.0,132.0,141.69,-1
2022-01-12,AMZN,0,-1,-2.4169655027437873,165.36,161.49,162.55,168.11,0
2022-01-12,BA,0,1,2.966197764434748,216.02,209.31,215.5,203.3,0
2022-01-12,CRM,1,-1,-3.8683076542725923,233.54,228.35,227.04,247.39,1
2022-01-12,INTC,-1,0,-1.4352510696902476,51.85,51.21,49.56,48.23,-1
2022-01-12,MSFT,0,-1,-4.2322640804566545,306.4,305.71,305.49,319.85,0
2022-01-12,NFLX,-1,-1,-3.3542979559208943,540.84,539.85,541.06,590.11,-1
2022-01-12,NIO,1,-1,-3.787881159658325,30.02,28.91,29.3,30.47,1
2022-01-12,PG,1,0,-0.4528048644678834,146.42,148.14,150.19,148.5,1
2022-01-12,PYPL,0,-1,-3.3066252896989563,191.52,182.95,187.6,189.26,0
2022-01-12,TSLA,1,-1,-6.749107331435772,354.8,352.71,342.32,344.8,1
2022-01-12,TSM,-1,1,5.263550072210402,121.82,117.9,116.48,115.03,-1
2022-01-13,AAPL,0,0,0.5110824241006714,172.51,172.07,169.23,172.7,0
2022-01-13,AMD,0,1,3.1188784227236166,137.47,137.31,132.0,141.87,0
2022-01-13,AMZN,1,0,0.5731487003565722,165.21,165.36,161.49,167.9,1
2022-01-13,BA,0,0,0.9200593450374177,217.45,216.02,209.31,204.26,0
2022-01-13,META,1,1,1.6601281396645522,331.7,332.8,326.53,333.89,1
2022-01-13,MSFT,1,1,1.7716540498324211,309.6,306.4,305.71,318.87,1
2022-01-13,NIO,1,1,1.5419987787461786,31.68,30.02,28.91,30.38,1
2022-01-13,PG,0,0,0.9602950608024968,146.75,146.42,148.14,148.56,0
2022-01-13,TSLA,-1,1,1.7497758575059024,368.74,354.8,352.71,347.01,-1
2022-01-13,TSM,0,0,1.0560977387317552,124.71,121.82,117.9,115.76,0
2022-01-13,ZS,0,1,1.7047966828963275,273.98,277.53,275.65,299.06,0
2022-01-14,AAPL,-1,-1,-1.8894327494440113,169.23,172.51,172.07,172.6,-1
2022-01-14,AMD,-1,-1,-3.6163150427040964,132.74,137.47,137.31,141.73,-1
2022-01-14,AMZN,1,-1,-1.9862738846190189,161.21,165.21,165.36,167.53,1
2022-01-14,F,0,-1,-3.2155566222144834,19.84,19.41,19.31,17.35,0
2022-01-14,GOOG,-1,-1,-2.500970073905483,138.48,140.98,139.36,142.59,-1
2022-01-14,KO,1,0,-0.7981840748776562,55.23,54.91,54.83,53.73,1
2022-01-14,META,-1,-1,-4.142809922730294,324.95,331.7,332.8,333.54,-1
2022-01-14,MSFT,0,-1,-2.4339158798088807,296.5,309.6,306.4,317.78,0
2022-01-14,NFLX,1,-1,-2.8324705775809673,519.2,537.22,540.84,583.15,1
2022-01-14,NIO,1,-1,-4.329564198888327,30.48,31.68,30.02,30.29,1
2022-01-14,PG,0,-1,-1.927307847298991,146.08,146.75,146.42,148.56,0
2022-01-14,TSLA,1,-1,-1.8197241232530919,343.85,368.74,354.8,348.17,1
2022-01-14,TSM,0,-1,-4.855666048887059,131.27,124.71,121.82,116.81,0
2022-01-14,VZ,1,0,0.28154164133907744,44.07,44.01,44.13,43.21,1
2022-01-14,ZS,-1,1,1.7508073399122508,250.47,273.98,277.53,297.45,-1
2022-01-18,AAPL,-1,-1,-2.102473693705407,170.09,169.23,172.51,172.68,-1
2022-01-18,AMD,1,-1,-2.7741898025529013,136.88,132.74,137.47,141.6,1
2022-01-18,BA,-1,-1,-3.52428464040531,225.96,223.9,217.45,208.68,-1
2022-01-18,COST,0,0,0.42821953824632986,481.52,494.82,503.35,522.74,0
2022-01-18,GOOG,0,0,-0.46846805905221783,139.13,138.48,140.98,142.13,0
2022-01-18,META,-1,0,0.4526207769368391,330.34,324.95,331.7,333.11,-1
2022-01-18,NIO,0,-1,-3.309697498764507,30.95,30.48,31.68,30.33,0
2022-01-18,PG,0,1,3.362474114567894,147.48,146.08,146.75,148.77,0
2022-01-18,PYPL,-1,0,-0.5216116170406189,178.42,181.01,187.2,188.54,-1
2022-01-18,TSLA,1,-1,-3.3827896918571807,349.87,343.85,368.74,353.49,1
2022-01-18,TSM,0,-1,-2.1071556176641955,132.66,131.27,124.71,118.57,0
2022-01-18,XPEV,-1,-1,-7.438716146375385,49.69,47.52,48.38,46.31,-1
2022-01-19,AAPL,0,0,-1.0347071427510677,166.88,170.09,169.23,172.39,0
2022-01-19,AMD,0,-1,-4.973886856088818,131.93,136.88,132.74,141.11,0
2022-01-19,AMZN,-1,-1,-2.963230963415671,158.92,162.14,161.21,166.35,-1
2022-01-19,DIS,1,-1,-1.658770137897771,150.41,150.09,153.54,152.67,1
2022-01-19,GOOG,-1,-1,-1.5816132151907834,135.65,139.13,138.48,141.81,-1
2022-01-19,META,-1,0,-0.9480964628812205,316.66,330.34,324.95,332.29,-1
2022-01-19,MSFT,-1,0,-0.5703564999614743,294.41,301.75,296.5,315.64,-1
2022-01-19,NFLX,1,0,-1.475203653637961,510.8,525.69,519.2,574.99,1
2022-01-19,NIO,0,1,1.7464198905223156,29.61,30.95,30.48,30.29,0
2022-01-19,PG,0,0,0.5399566932380542,144.64,147.48,146.08,148.56,0
2022-01-19,PYPL,1,0,-0.15557722138467156,174.46,178.42,181.01,187.84,1
2022-01-19,TSLA,-1,0,0.06227038828787052,343.5,349.87,343.85,352.99,-1
2022-01-19,TSM,0,-1,-2.045653370190417,126.22,132.66,131.27,118.96,0
2022-01-20,AAPL,-1,0,-1.2765198824679465,163.37,166.88,170.09,172.22,-1
2022-01-20,AMD,1,-1,-2.5268700028529643,128.27,131.93,136.88,140.74,1
2022-01-20,AMZN,-1,-1,-5.950180896147472,156.3,158.92,162.14,165.81,-1
2022-01-20,DIS,-1,-1,-6.936724607431966,148.28,150.41,150.09,152.85,-1
2022-01-20,META,-1,-1,-4.229842782795943,318.09,316.66,330.34,332.0,-1
2022-01-20,MSFT,-1,-1,-1.846788100087812,295.07,294.41,301.75,314.84,-1
2022-01-20,NFLX,-1,-1,-21.790457452041316,515.86,510.8,525.69,571.1,-1
2022-01-20,NIO,1,-1,-6.1105349487762615,28.63,29.61,30.95,30.31,1
2022-01-20,PG,-1,0,0.3827056436291743,149.51,144.64,147.48,148.75,-1
2022-01-20,TSLA,0,-1,-5.256606712507208,331.88,343.5,349.87,354.59,0
2022-01-20,TSM,0,-1,-2.9611120766173653,123.56,126.22,132.66,119.71,0
2022-01-21,AAPL,-1,0,-0.4864416285819086,161.68,163.37,166.88,171.8,-1
2022-01-21,AMD,0,-1,-1.9190293966401637,121.89,128.27,131.93,139.62,0
2022-01-21,AMZN,-1,0,1.3326983483115347,151.67,156.3,158.92,164.87,-1
2022-01-21,GOOG,-1,0,0.21522551716937022,132.88,135.01,135.65,140.94,-1
2022-01-21,META,1,1,1.8273458449378488,315.08,318.09,316.66,331.12,1
2022-01-21,MSFT,-1,0,0.11482409235184646,293.39,295.07,294.41,313.59,-1
2022-01-21,NFLX,-1,-1,-2.603775120381289,508.25,515.86,510.8,566.27,-1
2022-01-21,NIO,0,-1,-9.067639881703938,29.13,28.63,29.61,30.26,0
2022-01-21,PG,-1,0,-0.8117114098812442,150.31,149.51,144.64,148.99,-1
2022-01-21,PYPL,1,0,-0.8377125922895993,173.28,173.55,174.46,186.59,1
2022-01-21,TSLA,-1,0,-1.472612987219572,332.09,331.88,343.5,355.55,-1
2022-01-21,TSM,0,0,1.1483212685567559,121.03,123.56,126.22,120.23,0
2022-01-21,ZS,1,0,0.5207880028607864,250.67,253.11,259.2,286.57,1
2022-01-24,AAPL,0,0,-1.138449307352878,159.62,161.68,163.37,171.04,0
2022-01-24,AMD,1,-1,-4.634001186343691,118.81,121.89,128.27,137.96,1
2022-01-24,AMZN,-1,-1,-3.153374554357322,142.64,151.67,156.3,163.05,-1
2022-01-24,GOOG,-1,-1,-2.7893239489587045,129.48,132.88,135.01,139.76,-1
2022-01-24,META,-1,-1,-2.772816138007039,301.75,315.08,318.09,329.56,-1
2022-01-24,MSFT,-1,-1,-2.658820655174633,287.97,293.39,295.07,311.05,-1
2022-01-24,NFLX,-1,-1,-5.354508793894687,397.5,508.25,515.86,552.34,-1
2022-01-24,NIO,-1,-1,-4.3425809700911335,27.35,29.13,28.63,30.12,-1
2022-01-24,PG,0,0,-1.0911217854671929,150.89,150.31,149.51,149.26,0
2022-01-24,PYPL,-1,-1,-2.4480491247013894,163.54,173.28,173.55,184.82,-1
2022-01-24,TSLA,-1,0,-1.247312484248992,314.63,332.09,331.88,354.41,-1
2022-01-24,TSM,1,-1,-2.7627757885254915,117.45,121.03,123.56,120.72,1
2022-01-25,AAPL,-1,0,-0.056339046398965184,158.84,159.62,161.68,170.43,-1
2022-01-25,AMD,0,0,-0.3779341125938837,116.53,118.81,121.89,136.88,0
2022-01-25,AMZN,0,0,-0.7954330670553542,144.54,142.64,151.67,162.12,0
2022-01-25,BA,0,-1,-4.81626728911958,204.2,205.44,214.19,211.85,0
2022-01-25,GOOG,0,1,1.9761732265919305,129.76,129.48,132.88,139.26,0
2022-01-25,META,0,-1,-1.8390714890390705,307.26,301.75,315.08,328.44,0
2022-01-25,MSFT,-1,1,2.849324405662611,288.3,287.97,293.39,309.92,-1
2022-01-25,NFLX,-1,-1,-1.8339612942644163,387.15,397.5,508.25,544.08,-1
2022-01-25,NIO,1,-1,-4.749899220801211,24.87,27.35,29.13,29.86,1
2022-01-25,PG,0,0,-0.8712933542583101,149.66,150.89,150.31,149.28,0
2022-01-25,PYPL,1,0,-0.7711765134245036,162.17,163.54,173.28,183.69,1
2022-01-25,TSLA,0,1,2.0699052582711226,310.0,314.63,332.09,352.19,0
2022-01-25,TSM,0,0,0.4898713792068786,118.8,117.45,121.03,120.63,0
2022-01-26,AAPL,1,0,-0.29431821562581606,157.03,158.84,159.62,169.79,1
2022-01-26,AMD,1,-1,-7.32544546781503,111.13,116.53,118.81,135.66,1
2022-01-26,AMZN,1,0,0.5508645722495668,139.99,144.54,142.64,161.07,1
2022-01-26,BA,-1,-1,-2.326660921941246,204.1,204.2,205.44,211.48,-1
2022-01-26,F,0,-1,-1.8081507099646763,15.85,16.17,16.38,17.92,0
2022-01-26,GOOG,-1,0,-0.0920883825457936,126.14,129.76,129.48,138.64,-1
2022-01-26,INTC,1,-1,-7.041994522802969,47.3,48.17,48.27,49.44,1
2022-01-26,META,0,0,0.003403006863563048,298.74,307.26,301.75,327.03,0
2022-01-26,MSFT,0,0,1.0548911337970328,280.63,288.3,287.97,308.52,0
2022-01-26,NFLX,-1,1,7.506254957939704,366.42,387.15,397.5,535.62,-1
